name,artist,id,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Limestone,Magic City Hippies,00HIh9mVUQQAycsQiciWsh,oh no,0.706,0.457,4,-9.359,1,0.0383,0.282,0.00849,0.0614,0.723,78.014,209165,4
Closer to the Sun,Slightly Stoopid,1UL8GkVAs6UcWF6BZ3DYZt,oh no,0.572,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,145560,4
Circles,Post Malone,4VginDwYTP2eaHJzO0QMjG,oh no,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,214907,4
Queen Bee,Taj Mahal,6kqXaZrIDOmA177KL9LHHf,oh no,0.635,0.454,0,-9.457,0,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,280080,4
Rare Hearts,The Growlers,6L8Ic6HJHrAqwObG3wuaLT,oh no,0.601,0.652,7,-6.723,1,0.027,0.026,0.0589,0.274,0.61,120.498,284587,4
Lilly,Toro y Moi,6MDLO5bi8mGexqSwF9KmpH,oh no,0.47,0.652,3,-6.501,1,0.0335,0.0446,0.0635,0.311,0.524,139.975,267789,4
Live Well,Palace,7wHdnux5j9Abe6EVKoPZOW,oh no,0.5,0.647,2,-5.327,1,0.0264,0.305,0.0,0.0683,0.405,96.046,249840,3
Home,Medasin,42NB7w0tDCag0mQpCtZe7Y,oh no,0.66,0.45,4,-11.011,1,0.0451,0.839,0.714,0.374,0.242,145.011,194547,4
Kahlil Gibran,STRFKR,0PldjOTKRt45S9MrLnlwVM,oh no,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
Find Your Cloud,Papadosio,7hCOpkkakarDAzOpdTtoZj,oh no,0.467,0.662,6,-8.569,1,0.0283,0.0569,0.865,0.101,0.304,170.04,516747,4
Where'd All the Time Go?,Dr. Dog,0UV5zxRMz6AO4ZwUOZNIKI,oh no,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4
Julia,Mt. Joy,0LO7f7ZJg871B8hLTRzrfB,oh no,0.566,0.412,5,-6.994,1,0.0267,0.681,0.017,0.0741,0.47,81.879,190453,4
Freedom Is Free,Chicano Batman,0OlYoowCJeDHbNRKsqt9Ox,oh no,0.604,0.692,2,-3.112,1,0.0522,0.445,0.00019,0.058,0.923,119.576,244000,4
'Cause I'm A Man,Tame Impala,2oVyKK5NH2oawyrDZJn581,oh no,0.537,0.695,9,-5.013,1,0.0371,0.103,0.00315,0.134,0.626,144.674,241985,4
Somewhere to Fall,Cbdb,5j9CFNjhUSmnVBFeW7s2Zd,oh no,0.633,0.914,1,-6.41,1,0.0337,0.294,0.00321,0.112,0.775,122.362,235596,4
Velvet Skies,Sticky Fingers,6SbWkpn12CJNQgZEQekEcH,oh no,0.582,0.68,1,-6.504,0,0.0361,0.0566,0.000412,0.116,0.306,127.947,289291,4
Any Colour You Like,Pink Floyd,6FBPOJLxUZEair6x4kLDhf,oh no,0.277,0.672,0,-12.582,1,0.0901,0.197,0.935,0.423,0.505,150.588,206429,4
Fantasy,Alina Baraz,20YOJ81BuTLbLcBCYnFmQ1,oh no,0.68,0.747,4,-6.056,0,0.091,0.353,0.0,0.138,0.331,113.933,218947,4
The Heart of Life,John Mayer,75lJ95My0Zv5p8gs8BQoyO,oh no,0.496,0.238,1,-11.026,1,0.0301,0.958,0.0109,0.0875,0.349,175.96,198200,4
On Melancholy Hill,Gorillaz,0q6LuUqGLUiCPP1cbdwFs3,oh no,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867,4
Somewhere,Jimi Hendrix,64ICrhXuANvFTmJutuZJ1k,attention,0.371,0.695,2,-7.428,1,0.0851,0.0131,0.00275,0.301,0.577,146.69,245760,4
Ten Years Gone - 1990 Remaster,Led Zeppelin,1NV6sCADgcLSW7DG7zSWlq,attention,0.544,0.4,2,-12.504,1,0.0439,0.526,0.0378,0.0716,0.264,76.982,391400,4
"Being No One, Going Nowhere",STRFKR,0RT5QxvDakfy5cFg55thUw,attention,0.655,0.506,7,-5.699,1,0.0253,0.101,0.928,0.107,0.207,93.971,279893,4
Babe I'm Gonna Leave You - 1990 Remaster,Led Zeppelin,4OMu5a8sFpcRCPCcsoEaov,attention,0.404,0.435,4,-12.045,0,0.0323,0.246,0.00074,0.156,0.156,136.058,401067,4
Long Hot Summer Night - Take 14,Jimi Hendrix,08TPKemPByN2wpRvB2GzNB,attention,0.34,0.888,0,-11.632,1,0.0545,0.00756,0.731,0.407,0.592,168.031,255853,4
Hey Joe,Jimi Hendrix,0NWPxcsf5vdjdiFUI8NgkP,attention,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4
"Soul Sacrifice - Live at The Woodstock Music & Art Fair, August 16, 1969",Santana,7zAoVpCLJFsyRfCbGUIAFf,attention,0.438,0.78,2,-11.26,1,0.0579,0.0969,0.794,0.723,0.84,138.933,709333,4
Castles Made of Sand,Jimi Hendrix,3qebSLgUwaEqbwCM5sj5Kh,attention,0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,168920,4
"Brown-Eyed Women - Live at Playing In The Sand, Riviera Maya, MX 2/15/18",Dead & Company,0hxd6Q8SFbuGbJTJ46qNzQ,attention,0.595,0.389,4,-19.29,1,0.0328,0.515,0.414,0.738,0.691,108.556,594100,4
"Althea - Live at Playing In The Sand, Riviera Maya, MX 2/15/18",Dead & Company,6sONCZGCo6BOsG0NKgpcIJ,attention,0.528,0.349,9,-18.761,1,0.0302,0.474,0.497,0.628,0.642,76.097,713777,4
"Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,7AtsEX4pJqmAaIajlMwaPU,attention,0.435,0.548,0,-12.517,0,0.0788,0.48,0.000103,0.949,0.498,83.64,355733,3
"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,72UCrt0G2z6QQkvzEw9dGQ,attention,0.386,0.596,1,-9.02,1,0.0802,0.0509,0.000646,0.966,0.327,104.291,517973,4
The Rain Song - 2012 Remaster,Led Zeppelin,3JLrri1xSCui3bzITDJbkk,attention,0.336,0.318,0,-11.412,1,0.0263,0.317,0.0716,0.111,0.24,79.66,459094,4
May This Be Love,Jimi Hendrix,1Y6Dv0tWYUP3Za2Es9FUL2,attention,0.539,0.609,8,-9.397,1,0.0622,0.218,0.111,0.115,0.488,95.347,190227,4
Yellow Ledbetter,Pearl Jam,3bE5slaVEfaDreqARl6k4M,attention,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,4
Wet Sand,Red Hot Chili Peppers,3L2Nyi3T7XabH8EEZFLDdX,attention,0.313,0.753,4,-3.921,0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,309800,4
Eyes of the World,Grateful Dead,0qJ6owHt00MMZTpNmNsPHC,attention,0.671,0.737,9,-5.947,1,0.0374,0.422,8.91e-05,0.16,0.614,106.921,316800,4
Drain You,Nirvana,5Ddlk6C2JVxb1SReZ6O1wk,attention,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,223880,4
Monsoon,Hippo Campus,66AUmEXHX4gvNch2wUa2JD,attention,0.29,0.308,5,-11.074,1,0.0442,0.938,0.0294,0.106,0.205,84.88,222820,1
Intro,alt-J,3Hbd6gPZ0QErPWXVkC6GRt,attention,0.583,0.8,11,-8.505,0,0.0349,0.444,0.843,0.201,0.253,144.024,157813,4
Breed,Nirvana,5mJGLBNJM0GULqAoL5mb9C,attention,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,184040,4
Free Bird - Live - Undubbed (Fox Theater 2001 Deluxe Edition),Lynyrd Skynyrd,7BNnwuJj2w023oJKjM82P9,attention,0.2,0.826,5,-8.75,1,0.0641,0.0189,0.822,0.985,0.279,156.345,865867,4
Jesus of Suburbia,Green Day,58KPPL1AdLHMvR2O2PZejr,attention,0.3,0.929,1,-3.214,1,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,548253,4
Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,attention,0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,512733,4
"I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,3oGRjCpV07tCM5mrYv6iQA,attention,0.392,0.456,9,-9.679,1,0.0424,0.725,0.0651,0.674,0.36,143.591,340627,3
Little Wing,Jimi Hendrix,1Eolhana7nKHYpcYpdVcT5,attention,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,4
Althea - 2013 Remaster,Grateful Dead,7M7AwtGvWdMYudqx5Iuh1m,attention,0.783,0.284,9,-14.307,1,0.0365,0.679,0.282,0.0767,0.584,82.676,412596,4
Sweet Angel,Jimi Hendrix,3t3CO2eP3gLbiFFN5Z4gmB,attention,0.409,0.716,1,-9.863,0,0.141,0.0205,0.806,0.157,0.474,158.804,234867,4
Jungle,Jimi Hendrix,4f5nUYzeUioPwNbz2mGx5S,attention,0.497,0.499,9,-12.348,0,0.056,0.0558,0.73,0.222,0.516,174.608,208120,3
Lover Man,Jimi Hendrix,4pufpcO8KDHalIp3Uh8GEU,attention,0.435,0.847,8,-9.434,1,0.0509,0.308,0.384,0.0888,0.927,140.868,183427,4
Try A Little Tenderness,Otis Redding,50W9PJjr1Euo9FFoqw90eL,attention,0.569,0.126,9,-16.028,0,0.0537,0.177,3.54e-05,0.478,0.066,103.073,200626,4
Little Black Submarines - Radio Edit [radio edit],The Black Keys,6ZWn1MVUaBH2HNQobhMYeE,attention,0.299,0.706,2,-5.421,1,0.0687,0.141,3.58e-05,0.0703,0.247,94.263,204693,4
All Along the Watchtower,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,attention,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
Ball And Biscuit,The White Stripes,7kYSpDviYdP8QKrnWLQYVN,attention,0.518,0.67,9,-7.135,1,0.192,0.0513,0.145,0.102,0.608,78.223,439067,4
"Steady, As She Goes",The Raconteurs,19iqWNzp5LwEdvntpEK8MP,attention,0.524,0.578,9,-4.563,1,0.12,0.0132,0.00921,0.108,0.537,123.669,215267,4
Elephant,Tame Impala,6qZjm61s6u8Ead9sWxCDro,attention,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227,4
"Sugaree - Live at TD Garden, Boston, MA 11/17/17",Dead & Company,1th4vQpv5MXunuMn8WUnSL,attention,0.412,0.46,1,-13.222,0,0.0336,0.118,0.411,0.719,0.604,102.135,838157,4
Jamflowman,Twiddle,2XyVlq12Nc38bJA22014Ts,attention,0.465,0.768,6,-7.939,0,0.0368,0.198,0.00271,0.101,0.654,112.916,478360,4
Bron-Y-Aur Stomp - Remaster,Led Zeppelin,1dK6cNOMYjEP3QGYOfwP6t,attention,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,257346,4
One Rainy Wish,Jimi Hendrix,5Zyv0v4rPcrXjkaeImuodv,attention,0.316,0.756,8,-6.315,1,0.1,0.294,0.429,0.351,0.332,165.963,221827,4
Weight of Love,The Black Keys,3xMQOd1C3TXsjQ3pmzOmkC,attention,0.282,0.547,2,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,410187,4
Pretty Little Ditty - Remastered,Red Hot Chili Peppers,0VNgwKioO0om8n9R3oBoIj,attention,0.396,0.657,7,-7.691,1,0.0311,0.026,0.907,0.133,0.245,100.177,187813,3
Shake Me Down,Cage The Elephant,12sYWro0wGQpq0rjE0lKcm,attention,0.457,0.613,9,-5.756,1,0.0295,0.00463,0.000441,0.0711,0.132,105.11,211373,4
Cigarette Daydreams,Cage The Elephant,2tznHmp70DxMyr2XhWLOW0,attention,0.635,0.675,2,-3.445,1,0.0263,0.0801,0.0,0.0831,0.273,113.946,208760,4
Dear Mr. Fantasy,Traffic,5CGpPUcUahMuLzkNK9ZgPP,attention,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,334000,4
Fly Away,Lenny Kravitz,0n0eMsX7WgEtc7dlscbuKU,attention,0.597,0.868,7,-5.096,1,0.0527,0.0214,0.0,0.664,0.709,160.022,221893,4
Rise To The Sun,Alabama Shakes,4jdBFqrhH2ed69JnR1H27e,attention,0.472,0.823,7,-5.534,1,0.0842,0.627,0.0104,0.0924,0.67,125.86,188613,4
While My Guitar Gently Weeps,Tom Petty,7DzktdAh3zTT5Li8vam9tt,attention,0.21,0.85,7,-3.694,1,0.0587,0.287,0.00607,0.912,0.382,121.383,380587,4
Sick Love,Red Hot Chili Peppers,6GsP3uMCd0Dn5T37C93waZ,attention,0.591,0.794,4,-5.935,0,0.069,0.183,0.0,0.292,0.875,147.974,221440,4
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,7lY8aoN3wUR3NY4nUwigPv,attention,0.496,0.859,5,-7.927,0,0.0934,0.0135,0.065,0.349,0.768,159.694,224133,4
Glorious Warrior,Electric Guest,3XBe0m5PQGQ3F7oXsWi5Lw,i.iv,0.593,0.567,1,-7.536,1,0.0419,0.0186,0.69,0.218,0.57,174.814,242760,4
I Would Do Anything for You,Foster The People,5fgb3Md1xjt3mxeBqguiIA,i.iv,0.597,0.848,0,-5.841,1,0.0308,0.0372,2.33e-05,0.122,0.437,128.009,214080,4
Goin' To The Party,Alabama Shakes,7vrmQvYEg1n1p1uD3QAfMV,i.iv,0.677,0.289,10,-11.204,1,0.0793,0.862,0.036,0.31,0.538,110.022,105653,3
Feeling Lonely,boy pablo,5uIRujGRZv5t4fGKkUTv4n,i.iv,0.635,0.537,6,-10.45,0,0.0536,0.014,3.72e-05,0.103,0.885,117.942,197947,4
2021,Vampire Weekend,7D3fFG8XtOI7v0pD2fUmsr,i.iv,0.815,0.284,0,-7.057,1,0.0427,0.867,0.00105,0.0987,0.449,73.785,98347,4
Harmony Hall,Vampire Weekend,5kXDF4OmM5COyeo6z97nEk,i.iv,0.653,0.76,11,-6.086,1,0.0479,0.475,0.000129,0.0917,0.6,98.008,308733,4
Burndt Jamb,Weezer,1ytYTPuKbW0NIXb2kgmSVq,i.iv,0.591,0.666,11,-8.062,0,0.0463,0.0012,0.000686,0.088,0.451,97.696,158592,4
TEQUILA MOCKINGBIRD,Smino,0rC1Zom3PFrEYwdl4QN785,i.iv,0.827,0.573,5,-5.424,0,0.112,0.0138,8.33e-05,0.275,0.504,130.059,180000,4
Bubble Toes,Jack Johnson,2vyWFovtrd43gdcirx4anV,i.iv,0.605,0.515,7,-11.353,1,0.129,0.67,0.03,0.374,0.689,94.123,239413,4
Every Morning - Remastered,Sugar Ray,6Neq7tjnknt4URNI8txFL4,i.iv,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,220200,4
Everest,Night Cap,48PiNhxzg4Egkd5AsXBsz7,i.iv,0.576,0.529,4,-11.921,1,0.0379,0.125,0.00114,0.109,0.0606,129.597,286186,4
Sure Don't Miss You,The Dip,5SUhvsoXryK7M4OhQXXKVV,i.iv,0.662,0.664,4,-6.401,0,0.031,0.372,0.0,0.177,0.729,102.924,174933,4
House Of My Soul (You Light The Rooms),Langhorne Slim,7Jd362EXGUF2c2Zk2abVdq,i.iv,0.548,0.624,10,-7.444,1,0.0383,0.645,0.0086,0.296,0.712,69.446,173280,4
back again,flor,1J5rHMEvQFpM07iLULi48A,i.iv,0.636,0.597,8,-6.884,0,0.0279,0.118,0.00283,0.124,0.639,84.979,201398,4
The Breeze,Dr. Dog,2NVaKeIAUZwN5tXnn12EMi,i.iv,0.611,0.538,9,-7.74,1,0.0343,0.76,2.68e-05,0.612,0.319,90.124,239093,4
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,5CMjjywI0eZMixPeqNd75R,i.iv,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893,4
Don't You,Quinn XCII,1oRqphEMulv6I12JOIGIMH,i.iv,0.867,0.414,2,-9.262,1,0.168,0.618,0.0,0.121,0.355,120.026,232173,4
Harvest Moon - Recorded at Spotify Studios NYC,Lord Huron,6gdCb962lq0Xdg7ypVLuLt,i.iv,0.417,0.285,2,-11.041,1,0.0346,0.803,0.005,0.269,0.243,120.954,346373,1
Do You,Spoon,08a6PhXyXeN3lv1DCKW9qY,i.iv,0.674,0.936,4,-2.166,1,0.0271,0.0756,0.000748,0.192,0.948,128.083,212653,4
Nighttiming,Coconut Records,0kubWs4WUDYh1nBI4PJrBK,i.iv,0.684,0.904,4,-6.916,0,0.0669,0.0133,2.7e-06,0.0711,0.914,119.993,170501,4
Karen Don't Be Sad,Miley Cyrus,4ErXnzMQsKwgzrVo7rlkA3,i.iv,0.325,0.661,2,-6.214,1,0.0372,0.575,1.95e-05,0.128,0.221,74.538,292507,4
Mornings,Portugal. The Man,5ROyw8Y6491Nhp8uZaKW6Y,i.iv,0.319,0.533,2,-5.605,1,0.0288,0.471,2.42e-05,0.168,0.149,149.61,279080,3
Lotus Eater,Foster The People,6ReKt5x6FVUXTMdWNC6GAQ,i.iv,0.597,0.733,11,-4.727,0,0.11,0.00457,0.00191,0.501,0.866,87.479,182653,4
Dive,Coast Modern,3ezHsjftL6BdBL0uHOMOrd,i.iv,0.682,0.948,7,-4.476,0,0.0438,0.0188,0.0,0.1,0.779,106.976,210427,4
People Say,Portugal. The Man,4uf5rm43PiWhKjwytMwmAc,i.iv,0.516,0.755,0,-5.926,1,0.03,0.0245,1.18e-05,0.784,0.66,159.995,179360,4
Don't Move,Phantogram,0UPsdEgJx6ypkfFUxD3ZHh,i.iv,0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,258187,4
Fortunate Fool,Jack Johnson,4GhVfmoRGg8N82nveeQgh0,i.iv,0.781,0.267,4,-10.363,1,0.0508,0.614,0.00362,0.123,0.299,129.318,231187,4
Parking Lot,Anderson .Paak,5zyySSTcBpXQ8gSbuONRH7,i.iv,0.639,0.907,9,-7.85,1,0.0409,0.0128,0.328,0.704,0.696,97.019,234333,4
To Kingdom Come,Passion Pit,048AQ5XBnvStuTn7X2pGSY,i.iv,0.538,0.804,11,-4.602,1,0.0291,0.00805,8.09e-06,0.148,0.718,91.99,247533,4
Drifter,Hippie Sabotage,1DehtVbbTjUQjxGaXd5PnH,i.iv,0.389,0.308,7,-14.46,0,0.0751,0.853,0.937,0.172,0.13,129.138,210308,4
Sunflower (feat. Steve Lacy),Vampire Weekend,2nBkgxlht8knPvUQN5Tmdk,i.iv,0.863,0.576,8,-5.691,1,0.0567,0.406,0.00824,0.141,0.932,100.03,137600,4
Ask Yourself,Foster The People,6vtLtrPHZAo5OUy1Sk9BTH,i.iv,0.47,0.89,2,-4.672,1,0.0456,0.000798,1.23e-05,0.196,0.628,154.982,263400,4
Helena Beat,Foster The People,4VbDJMkAX3dWNBdn3KH6Wx,i.iv,0.67,0.876,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.736,126.968,276173,4
Patience,Tame Impala,2drEUEg0TYQR6dDEHkpuPE,i.iv,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,292267,4
Style,Foster The People,7akT9byQsktEwWGHyLeSPs,i.iv,0.59,0.906,5,-2.892,1,0.0618,0.00633,0.00151,0.386,0.541,111.997,223907,4
Break My Stride,Matthew Wilder,1mCsF9Tw4AkIZOjvZbZZdT,i.iv,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,184480,4
Cool Cat - Remastered 2011,Queen,7nhWtCc3v6Vem80gYPlppQ,i.iv,0.818,0.4,9,-9.927,1,0.11,0.302,0.00241,0.18,0.838,73.76,209107,4
Going to California - 1990 Remaster,Led Zeppelin,55sjCMeQM26VxbNHhMtj2b,i.iv,0.495,0.237,2,-17.701,1,0.0333,0.892,0.00638,0.0865,0.541,77.376,211467,4
Conversation Pt. 1,Mac Miller,1oFEAWvPHP5TdSlmIs77sV,i.iv,0.787,0.472,6,-10.032,0,0.113,0.64,5.22e-05,0.11,0.264,144.998,210253,4
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,6u7jPi22kF8CTQ3rb9DHE7,i.iv,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
What a Fool Believes,The Doobie Brothers,2yBVeksU2EtrPJbTu4ZslK,i.iv,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,223867,4
Bold as Love,Jimi Hendrix,0uco0wQkB909zpPlHvu5Cc,i.iv,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
Loving,Surfaces,2agURy6Jj70naGfDcrKkwY,i.iv,0.494,0.587,9,-6.478,1,0.171,0.547,0.0,0.28,0.214,161.897,253698,4
Touch Me,The Doors,4BVE5tIIpYabZcYCbephNW,i.iv,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253,4
Coins,Local Natives,53I7CviVHhNYEKth717RLG,i.iv,0.566,0.576,5,-4.859,1,0.0365,0.0578,0.0,0.0523,0.607,138.045,237693,4
The Man Who Sold The World,Nirvana,15VRO9CQwMpbqUYA7e6Hwg,i.iv,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4
About A Girl,Nirvana,48YkpE5enOln5c7jXSTuHL,i.iv,0.606,0.769,3,-9.215,0,0.0713,0.14,1.64e-05,0.841,0.593,121.042,218000,4
Where Did You Sleep Last Night,Nirvana,551qy5vUgrUfEUc4dCNfht,i.iv,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,306067,3
No Going Back,Yuno,7rig9YRhho4jJ2LBMGekfj,i.iv,0.714,0.713,2,-5.52,0,0.027,0.0114,0.0183,0.0608,0.9,93.006,208200,4
The Underdog,Spoon,6MCYY4i1zrRIbVj9YlVUdF,i.iv,0.693,0.527,7,-10.856,1,0.0365,0.0667,0.00143,0.663,0.911,145.165,222107,4
All Apologies,Nirvana,2S4lAby9LtHrSS8l5kyHO9,i.iv,0.616,0.58,1,-10.965,1,0.0714,0.479,3.4e-05,0.118,0.376,108.969,263293,4
Last Kiss,Pearl Jam,0QnONzv3TvHAWk294h6DaQ,i.iv,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467,4
Black Hole Sun,Soundgarden,2EoOZnxNgtmZaD8uUmz2nD,i.iv,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
In Bloom - Nevermind Version,Nirvana,30HCB1FoE77IfGRyNv4eFq,i.iv,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080,4
Clocks,Rhythms Del Mundo,2ok6yTEdjGVklpOPfmXnr1,i.iv,0.744,0.575,5,-6.943,0,0.0407,0.699,0.0226,0.133,0.943,131.038,299867,4
Bambina,Vampire Weekend,528bxUV84T4T8HHBFSpcaV,i.iv,0.511,0.538,2,-6.185,1,0.124,0.266,0.000187,0.203,0.425,148.648,102680,4
Tuesday,Hippo Campus,6jLF2AyiMm2mqHrILs1jr2,i.iv,0.582,0.804,8,-3.766,1,0.0365,0.39,0.0,0.208,0.528,126.965,196344,4
Better Man - Remastered,Pearl Jam,2B98ljvzqpCVgt5reTHq28,i.iv,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,268587,4
How Long?,Vampire Weekend,5jd6XPyXSY4jQVG3SlXP1b,i.iv,0.864,0.39,11,-7.438,0,0.0392,0.502,4.81e-05,0.127,0.811,103.948,212253,4
Lost In The Light,Bahamas,25J4d78ESH2MgAJoIakB8O,i.iv,0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,236720,4
Universally Speaking,Red Hot Chili Peppers,39badcyKTjOtBvv4aywpfs,i.iv,0.558,0.924,2,-2.312,1,0.0367,0.0887,0.00326,0.263,0.344,117.111,256960,4
Life Round Here,James Blake,0fq2N4qK5B4mDuVx9FTpkc,i.iii,0.429,0.747,10,-6.237,0,0.239,0.669,0.076,0.122,0.272,144.609,188713,4
Electric Love,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,i.iii,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
Mansion Door,Shakey Graves,0IREGCigdEmhoBup3ffrPb,i.iii,0.479,0.838,5,-5.681,1,0.0381,0.00919,0.000379,0.0793,0.276,150.052,270136,4
Topanga,Trippie Redd,3tcnWNjEXyXCbFR9zonrX2,i.iii,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4
Crown (feat. Portugal. The Man),Flatbush Zombies,0kDHiwkrZutBHfjypFUzc2,i.iii,0.715,0.574,11,-10.243,0,0.098,0.00248,6.68e-05,0.128,0.345,137.579,297369,4
Honestly,Hippo Campus,6MtIerVDZGoo78DJqT4HoJ,i.iii,0.656,0.828,1,-5.045,0,0.0504,0.000331,0.486,0.197,0.437,121.991,158027,4
South (Live from Chicago),Hippo Campus,4Cc6gGWbAzVY5LYRr4cKcu,i.iii,0.367,0.699,8,-8.485,1,0.0465,0.0989,2.29e-06,0.968,0.593,133.686,231233,4
Violet,Hippo Campus,6NbLlTH71bOgfTtFVY9HRm,i.iii,0.253,0.845,4,-3.382,1,0.0659,0.00826,4.99e-05,0.0532,0.442,167.352,245663,4
Doubt,Hippo Campus,1eMBtkX7Ae4WHoKyMRn4wQ,i.iii,0.64,0.675,9,-5.011,1,0.0936,0.0722,1.08e-06,0.206,0.698,80.921,193187,4
Sweet Talk,Saint Motel,6kcHg7XL6SKyPNd78daRBL,i.iii,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,0.713,117.01,192040,4
Why Even Try,Hippo Campus,7hNT08Aa0p2Wpozs1tAAoN,i.iii,0.597,0.635,0,-5.889,1,0.0311,0.035,0.00553,0.127,0.196,113.032,218000,4
Golden,Hippo Campus,4vBIr27NcRFBNpyIxLHZuB,i.iii,0.661,0.942,11,-3.632,0,0.0949,0.382,0.00902,0.0938,0.552,104.012,208280,4
Dunno,Mac Miller,3YnwIp2b99p3e5dsFTXIIx,i.iii,0.622,0.229,1,-11.322,1,0.0445,0.768,0.00906,0.134,0.0998,81.87,237093,4
Juniper,New Madrid,4vFuZoX4oIW094X5rp0IFI,i.iii,0.374,0.698,4,-10.346,0,0.0332,0.00971,0.459,0.0579,0.571,158.032,206725,4
What's the Use?,Mac Miller,2dgrYdgguVZKeCsrVb9XEs,i.iii,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4
Ladders,Mac Miller,39NDBdU5Xkm5pCFGa5kZtI,i.iii,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4
Dear To Me,Electric Guest,4hh1lvWiUaLMOcVXhyK6TA,i.iii,0.73,0.573,1,-7.009,1,0.0375,0.0508,0.0472,0.062,0.6,117.692,241480,4
Tiny Umbrella,Coast Modern,2VrOrpMi5tyjs6sRYd5bPK,i.iii,0.606,0.878,11,-5.318,1,0.0828,0.0134,0.00407,0.339,0.436,89.051,207880,4
Catahoula Man,Generationals,7ryD2hX4gfkkS8g4LkVH2p,i.iii,0.69,0.627,2,-5.271,1,0.0254,0.0238,0.000472,0.311,0.698,98.021,246768,4
